,yl18_bu_ac,yl18_moist_pct,field,crop18,yl18_rm_code,yl16_nn_bu_ac,yl16_nn_dist_m,crop16,pro18_nn_pct,pro18_nn_dist_m,pro16_nn_pct,pro16_nn_dist_m,n18_lbs_ac,n16_lbs_ac,elev_m,slope_deg,aspect_cos,aspect_sin,tpi30,ndvi15,ndvi16,ndvi17,ndre15,ndre16,ndre17,clre15,clre16,clre17,ndvi18,prec2017ant,prec2018jul,prec2018mar,gdd2018mar,gdd2018jul,ndre18,clre18,x,y,n18_date,crop17,N
36,62.6604,10.5,henrys,hrww,0,24.07,1.63,ww,11.94,8.25,11.46,11.08,79.36,30.23,855.35,0.0,0.92,0.39,0.53,0.01,0.57,0.13,0.01,0.36,0.06,0.04,1.51,0.22,0.54,,,,56.11,1848.89,0.34,1.63,47.889348827961506,-110.54948914546051,2018-04-06,hrww,60
37,56.2905,10.5,henrys,hrww,0,24.83,1.74,ww,11.94,1.74,12.96,8.08,79.36,30.23,855.35,0.0,0.92,0.39,0.53,0.01,0.57,0.13,0.01,0.36,0.06,0.04,1.51,0.22,0.54,,,,56.11,1848.89,0.34,1.63,47.88940738937294,-110.54948855561165,2018-04-06,hrww,60
38,60.1774,10.5,henrys,hrww,0,22.55,1.81,ww,11.94,0.49,12.96,5.93,79.36,30.23,855.35,0.0,0.92,0.39,0.53,0.01,0.57,0.13,0.01,0.36,0.06,0.04,1.51,0.22,0.54,,,,56.11,1848.89,0.34,1.63,47.889427164608236,-110.5494887955504,2018-04-06,hrww,60
39,54.4402,10.2,henrys,hrww,0,25.95,1.71,ww,11.94,3.92,12.96,10.22,79.36,30.23,855.35,0.0,0.92,0.39,0.53,0.01,0.57,0.13,0.01,0.36,0.06,0.04,1.51,0.22,0.54,,,,56.11,1848.89,0.34,1.63,47.88938776652015,-110.54948859565738,2018-04-06,hrww,60
40,60.6339,10.5,henrys,hrww,0,26.01,1.66,ww,11.94,6.09,11.46,11.49,79.36,30.23,855.35,0.0,0.92,0.39,0.53,0.01,0.57,0.13,0.01,0.36,0.06,0.04,1.51,0.22,0.54,,,,56.11,1848.89,0.34,1.63,47.88936822604992,-110.54948885563178,2018-04-06,hrww,60
41,60.7944,10.5,henrys,hrww,0,25.31,1.61,ww,11.94,10.44,11.46,11.08,79.36,32.0,855.39,1.0,0.16,0.99,0.52,0.01,0.57,0.14,0.01,0.36,0.05,0.05,1.55,0.21,0.53,,,,56.11,1848.89,0.33,1.57,47.889329078432276,-110.54948940560857,2018-04-06,hrww,60
42,63.4927,11.0,henrys,hrww,0,26.1,1.79,ww,12.79,8.28,11.56,9.17,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.88917168652015,-110.54949125564887,2018-04-06,hrww,60
43,65.6004,10.1,henrys,hrww,0,26.83,1.62,ww,11.94,12.62,11.46,11.51,70.53,32.0,855.39,1.0,0.16,0.99,0.52,0.01,0.57,0.14,0.01,0.36,0.05,0.05,1.55,0.21,0.53,,,,56.11,1848.89,0.33,1.57,47.88930946413769,-110.549489505645,2018-04-06,hrww,60
44,67.3797,10.9,henrys,hrww,0,27.62,1.68,ww,12.79,10.57,11.56,9.17,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.889192266049854,-110.5494911256249,2018-04-06,hrww,60
45,62.7545,10.6,henrys,hrww,0,29.16,1.64,ww,11.94,17.01,11.56,13.33,70.53,32.0,855.39,1.0,0.16,0.99,0.52,0.01,0.57,0.14,0.01,0.36,0.05,0.05,1.55,0.21,0.53,,,,56.11,1848.89,0.33,1.57,47.88926999366748,-110.54948971564343,2018-04-06,hrww,60
46,68.5301,10.8,henrys,hrww,0,30.14,1.66,ww,12.79,17.04,11.56,11.83,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.889250446049864,-110.54948990562718,2018-04-06,hrww,60
47,69.3777,10.5,henrys,hrww,0,27.68,1.67,ww,12.79,12.66,11.56,9.64,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.88921110081464,-110.54949068557602,2018-04-06,hrww,60
48,60.327,10.3,henrys,hrww,0,26.61,1.63,ww,11.94,14.79,11.46,12.31,70.53,32.0,855.39,1.0,0.16,0.99,0.52,0.01,0.57,0.14,0.01,0.36,0.05,0.05,1.55,0.21,0.53,,,,56.11,1848.89,0.33,1.57,47.88928998890265,-110.54948958565662,2018-04-06,hrww,60
49,64.8087,10.5,henrys,hrww,0,31.58,1.65,ww,12.79,14.85,11.56,10.56,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.889230770814606,-110.5494902855768,2018-04-06,hrww,60
50,60.1903,10.7,henrys,hrww,0,33.63,1.85,ww,12.79,3.93,11.37,7.56,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.8891324593729,-110.54949122560082,2018-04-06,hrww,60
51,58.7328,11.1,henrys,hrww,0,35.2,1.79,ww,12.79,1.75,11.37,5.45,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.88911280652017,-110.54949125564656,2018-04-06,hrww,60
52,67.1277,10.8,henrys,hrww,0,25.96,1.85,ww,12.79,6.14,11.56,9.67,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.8891524193729,-110.5494913956016,2018-04-06,hrww,60
53,60.1915,11.2,henrys,hrww,0,33.38,1.78,ww,12.79,0.42,11.37,3.48,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.8890936336675,-110.54949108563653,2018-04-06,hrww,60
54,67.0291,10.7,henrys,hrww,0,36.51,1.69,ww,12.79,2.63,11.37,1.84,66.95,32.0,855.49,1.0,0.81,0.59,0.46,0.01,0.59,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.52,,,,56.11,1848.89,0.31,1.42,47.88907354366749,-110.5494913756357,2018-04-06,hrww,60
55,13.5251,12.0,henrys,hrww,0,30.14,2.62,ww,11.94,18.41,11.46,11.06,70.53,32.0,855.39,1.0,0.16,0.99,0.52,0.01,0.57,0.14,0.01,0.36,0.05,0.05,1.55,0.21,0.53,,,,56.11,1848.89,0.33,1.57,47.88926201890256,-110.5495444778179,2018-04-06,hrww,60
56,13.8716,12.2,henrys,hrww,0,27.62,2.48,ww,12.79,11.94,11.56,13.23,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.889197856977916,-110.5495447177378,2018-04-06,hrww,60
57,13.3115,12.2,henrys,hrww,0,27.68,2.5,ww,12.79,14.15,11.56,13.75,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.8892188617477,-110.54954474778827,2018-04-06,hrww,60
58,12.9304,12.2,henrys,hrww,0,26.1,2.48,ww,12.79,9.66,11.37,12.41,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.889175734593046,-110.54954443770278,2018-04-06,hrww,60
59,14.2001,12.1,henrys,hrww,0,31.58,2.56,ww,12.79,16.46,11.46,13.01,70.53,32.0,855.38,0.0,0.34,0.94,0.46,0.01,0.59,0.13,0.01,0.36,0.05,0.05,1.55,0.21,0.52,,,,56.11,1848.89,0.33,1.57,47.889240498902595,-110.54954467781705,2018-04-06,hrww,60
60,10.9706,12.1,henrys,hrww,0,35.2,2.34,ww,12.79,4.36,11.37,5.54,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.88911168174772,-110.54954333778404,2018-04-06,hrww,60
61,11.962,12.1,henrys,hrww,0,25.96,2.53,ww,12.79,7.56,11.37,10.07,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.889154272208245,-110.54954415766159,2018-04-06,hrww,60
62,11.338,11.6,henrys,hrww,0,33.38,2.25,ww,12.79,4.11,11.37,3.5,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.889090381747735,-110.54954309778321,2018-04-06,hrww,60
63,11.3447,12.2,henrys,hrww,0,33.63,2.49,ww,12.79,5.7,11.37,7.77,66.95,32.0,855.44,0.0,0.99,0.1,0.46,0.01,0.6,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.49,,,,56.11,1848.89,0.31,1.42,47.889132904593,-110.5495437177011,2018-04-06,hrww,60
64,12.2445,12.0,henrys,hrww,0,33.76,2.47,ww,12.79,8.96,11.37,5.06,66.95,32.0,855.49,1.0,0.81,0.59,0.46,0.01,0.59,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.52,,,,56.11,1848.89,0.31,1.42,47.88902550036642,-110.54954393755719,2018-04-06,hrww,60
65,12.1935,12.1,henrys,hrww,0,32.08,2.5,ww,12.79,11.16,11.37,7.29,66.95,32.0,855.49,1.0,0.81,0.59,0.46,0.01,0.59,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.52,,,,56.11,1848.89,0.31,1.42,47.88900388559699,-110.54954419765566,2018-04-06,hrww,60
66,11.7348,11.8,henrys,hrww,0,36.51,2.23,ww,12.79,5.17,11.37,2.23,66.95,32.0,855.49,1.0,0.81,0.59,0.46,0.01,0.59,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.52,,,,56.11,1848.89,0.31,1.42,47.88906806605746,-110.54954299778234,2018-04-06,hrww,60
67,12.2546,12.0,henrys,hrww,0,35.66,2.31,ww,12.79,6.91,11.37,3.1,66.95,32.0,855.49,1.0,0.81,0.59,0.46,0.01,0.59,0.13,0.02,0.37,0.05,0.05,1.63,0.22,0.52,,,,56.11,1848.89,0.31,1.42,47.889046827981765,-110.54954332761079,2018-04-06,hrww,60
68,11.9968,12.2,henrys,hrww,0,33.89,2.39,ww,12.79,13.4,12.1,7.31,66.95,43.92,855.66,1.0,0.97,0.24,0.59,0.02,0.58,0.13,0.01,0.36,0.05,0.05,1.59,0.22,0.52,,,,56.11,1848.89,0.32,1.48,47.888982506057495,-110.54954442777898,2018-04-06,hrww,60
69,13.7795,12.2,henrys,hrww,0,30.05,2.25,ww,11.43,16.83,12.1,7.98,66.95,43.92,855.66,1.0,0.97,0.24,0.59,0.02,0.58,0.13,0.01,0.36,0.05,0.05,1.59,0.22,0.52,,,,56.11,1848.89,0.32,1.48,47.888938974132685,-110.54954445779276,2018-04-06,hrww,60
70,12.5913,12.2,henrys,hrww,0,34.67,2.31,ww,12.79,15.72,12.1,7.25,66.95,43.92,855.66,1.0,0.97,0.24,0.59,0.02,0.58,0.13,0.01,0.36,0.05,0.05,1.59,0.22,0.52,,,,56.11,1848.89,0.32,1.48,47.88896077651763,-110.54954458780294,2018-04-06,hrww,60
71,17.3548,10.5,henrys,hrww,0,37.49,1.62,ww,11.78,3.78,11.76,5.59,43.17,66.28,855.64,0.0,0.12,0.99,0.54,0.02,0.59,0.14,0.01,0.37,0.06,0.05,1.62,0.24,0.55,,,,56.11,1848.89,0.32,1.48,47.88873503665857,-110.54924968378627,2018-04-06,hrww,60
72,9.3043,10.5,henrys,hrww,0,37.49,3.01,ww,11.78,2.13,11.76,5.73,43.17,66.28,855.64,0.0,0.12,0.99,0.54,0.02,0.59,0.14,0.01,0.37,0.06,0.05,1.62,0.24,0.55,,,,56.11,1848.89,0.32,1.48,47.88874000712998,-110.54927057096133,2018-04-06,hrww,60
73,32.1403,10.3,henrys,hrww,0,36.68,0.57,ww,11.78,5.6,11.76,6.06,43.17,66.28,855.64,0.0,0.12,0.99,0.54,0.02,0.59,0.14,0.01,0.37,0.06,0.05,1.62,0.24,0.55,,,,56.11,1848.89,0.32,1.48,47.88872905454289,-110.54922693744537,2018-04-06,hrww,60
74,5.4958,10.5,henrys,hrww,0,37.49,4.7,ww,11.78,0.4,11.76,6.44,43.17,66.28,855.64,0.0,0.12,0.99,0.54,0.02,0.59,0.14,0.01,0.37,0.06,0.05,1.62,0.24,0.55,,,,56.11,1848.89,0.32,1.48,47.88874443804171,-110.54929315657832,2018-04-06,hrww,60
75,54.0826,10.5,henrys,hrww,0,30.24,2.11,ww,11.52,6.29,11.76,16.09,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.88932793890263,-110.54919975565812,2018-04-06,hrww,60
76,55.6268,10.6,henrys,hrww,0,32.17,2.08,ww,11.52,4.03,11.76,18.34,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.88930760366742,-110.54919992564493,2018-04-06,hrww,60
77,54.8594,10.4,henrys,hrww,0,29.39,1.92,ww,11.52,10.86,11.76,11.57,80.86,44.06,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.88936905652015,-110.54919981565664,2018-04-06,hrww,60
78,51.6226,10.2,henrys,hrww,0,29.74,1.98,ww,11.52,8.61,11.76,13.79,80.86,44.06,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.889348803667424,-110.54919971564655,2018-04-06,hrww,60
79,54.3732,10.4,henrys,hrww,0,26.51,1.99,ww,12.29,9.66,11.76,7.12,80.86,30.23,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.88940993890262,-110.54919977566134,2018-04-06,hrww,60
80,64.6552,10.5,henrys,hrww,0,29.66,1.92,ww,12.29,10.27,11.76,9.35,80.86,30.23,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.889389316520194,-110.54919979565744,2018-04-06,hrww,60
81,72.7245,11.1,henrys,hrww,0,28.74,3.32,ww,12.29,1.86,11.39,4.78,80.86,30.23,855.17,0.0,0.41,0.91,0.47,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.58,,,,56.11,1848.89,0.35,1.66,47.8894400846082,-110.54932518445997,2018-04-06,hrww,60
82,72.7371,11.4,henrys,hrww,0,27.83,3.3,ww,12.29,0.47,11.39,6.67,80.86,30.23,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.88941943984366,-110.54932553454759,2018-04-06,hrww,60
83,49.7295,10.6,henrys,hrww,0,32.09,1.91,ww,12.34,9.53,10.46,3.49,66.16,42.95,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.889124710814606,-110.54920192557263,2018-04-06,hrww,60
84,51.458,10.7,henrys,hrww,0,30.22,1.98,ww,12.34,9.83,10.46,2.0,66.16,42.95,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.88910414366749,-110.54920206563692,2018-04-06,hrww,60
85,55.162,10.6,henrys,hrww,0,32.25,2.1,ww,11.52,9.55,10.46,9.87,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.889185410814626,-110.54920097557502,2018-04-06,hrww,60
86,57.835,10.2,henrys,hrww,0,29.65,2.01,ww,12.34,10.53,10.46,7.67,66.16,44.06,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.889165143197005,-110.54920114554011,2018-04-06,hrww,60
87,58.918,10.5,henrys,hrww,0,32.72,2.0,ww,11.52,5.03,9.85,13.02,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.889226058432214,-110.54920049560451,2018-04-06,hrww,60
88,55.8692,10.7,henrys,hrww,0,30.17,1.98,ww,11.52,1.76,11.56,17.28,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.889287070814625,-110.54919991557902,2018-04-06,hrww,60
89,53.6681,10.5,henrys,hrww,0,29.09,1.93,ww,12.34,9.79,10.46,5.51,66.16,44.06,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.889144863196975,-110.54920155553933,2018-04-06,hrww,60
90,52.9473,10.3,henrys,hrww,0,34.93,1.94,ww,11.52,2.76,11.56,14.58,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.889246558432234,-110.54920028560532,2018-04-06,hrww,60
91,58.8909,10.4,henrys,hrww,0,32.23,1.93,ww,11.52,0.53,11.56,15.82,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.889266776049844,-110.54920019562783,2018-04-06,hrww,60
92,57.0463,10.6,henrys,hrww,0,31.79,2.12,ww,11.52,7.29,9.85,11.44,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.88920580081465,-110.54920066557581,2018-04-06,hrww,60
93,56.825,11.0,henrys,hrww,0,31.56,3.23,ww,11.52,10.0,11.56,13.3,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.88929750652013,-110.54932611435704,2018-04-06,hrww,60
94,63.4074,11.1,henrys,hrww,0,31.54,3.19,ww,11.52,10.85,11.56,15.46,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.88931745413776,-110.54932605436558,2018-04-06,hrww,60
95,59.3833,10.5,henrys,hrww,0,27.03,3.24,ww,11.52,9.72,11.56,9.0,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.889257066990574,-110.54932645443306,2018-04-06,hrww,60
96,63.7449,11.0,henrys,hrww,0,30.15,3.2,ww,12.29,9.49,11.39,15.25,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.8893380636675,-110.54932596436477,2018-04-06,hrww,60
97,63.3657,10.8,henrys,hrww,0,28.06,3.23,ww,11.52,9.61,11.56,11.12,66.16,44.06,855.25,0.0,0.73,0.68,0.45,0.0,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.48,,,,56.11,1848.89,0.33,1.48,47.88927719937295,-110.54932632440435,2018-04-06,hrww,60
98,57.3918,10.6,henrys,hrww,0,28.61,3.23,ww,11.52,10.36,11.56,6.91,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.88923659460822,-110.54932676446796,2018-04-06,hrww,60
99,61.3196,11.4,henrys,hrww,0,30.57,3.2,ww,12.29,7.21,11.39,13.03,80.86,44.06,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.88935857128503,-110.54932604435467,2018-04-06,hrww,60
100,65.1804,11.8,henrys,hrww,0,31.51,3.22,ww,12.29,4.96,11.39,10.85,80.86,44.06,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.889378826520186,-110.54932608435385,2018-04-06,hrww,60
101,68.9811,12.0,henrys,hrww,0,28.8,3.29,ww,12.29,2.67,11.39,8.69,80.86,30.23,855.25,0.0,0.1,0.99,0.5,0.0,0.57,0.13,0.01,0.36,0.05,0.04,1.52,0.22,0.53,,,,56.11,1848.89,0.35,1.66,47.88939942937294,-110.54932586439956,2018-04-06,hrww,60
102,70.7825,10.5,henrys,hrww,0,32.84,3.14,ww,12.34,10.41,10.46,10.58,61.43,42.95,855.45,0.0,0.99,-0.1,0.5,0.01,0.58,0.13,0.01,0.36,0.05,0.04,1.58,0.22,0.54,,,,56.11,1848.89,0.32,1.5,47.88903234699054,-110.5493293144419,2018-04-06,hrww,60
103,65.9851,10.4,henrys,hrww,0,32.48,3.09,ww,12.34,5.92,10.46,8.09,66.16,42.95,855.45,0.0,0.99,-0.1,0.5,0.01,0.58,0.13,0.01,0.36,0.05,0.04,1.58,0.22,0.54,,,,56.11,1848.89,0.32,1.5,47.88907271746151,-110.54932861461393,2018-04-06,hrww,60
104,61.9548,10.6,henrys,hrww,0,32.46,3.11,ww,12.34,8.14,10.46,9.14,66.16,42.95,855.45,0.0,0.99,-0.1,0.5,0.01,0.58,0.13,0.01,0.36,0.05,0.04,1.58,0.22,0.54,,,,56.11,1848.89,0.32,1.5,47.88905279460821,-110.5493290444752,2018-04-06,hrww,60
105,69.9047,10.3,henrys,hrww,0,32.77,3.07,ww,12.34,3.7,10.46,7.57,66.16,42.95,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.889092692697346,-110.54932824473717,2018-04-06,hrww,60
106,62.911,10.5,henrys,hrww,0,32.56,3.1,ww,12.34,1.39,10.46,7.68,66.16,42.95,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.88911355507944,-110.5493276746712,2018-04-06,hrww,60
107,58.2722,10.5,henrys,hrww,0,32.12,3.17,ww,12.34,7.76,11.56,3.54,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.88919580366751,-110.54932725437037,2018-04-06,hrww,60
108,62.411,10.5,henrys,hrww,0,29.12,3.19,ww,12.34,9.95,11.56,4.94,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.88921548937296,-110.54932715440678,2018-04-06,hrww,60
109,62.1689,10.1,henrys,hrww,0,32.59,3.15,ww,12.34,5.44,11.56,3.24,66.16,44.06,855.35,1.0,0.99,-0.1,0.51,0.01,0.58,0.13,0.01,0.37,0.05,0.05,1.58,0.22,0.51,,,,56.11,1848.89,0.33,1.48,47.88917493128503,-110.54932727436189,2018-04-06,hrww,60
110,64.9629,10.7,henrys,hrww,0,35.25,3.1,ww,12.34,0.89,11.56,6.15,66.16,44.06,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.889133852225946,-110.54932739451232,2018-04-06,hrww,60
111,65.5119,10.5,henrys,hrww,0,33.08,3.12,ww,12.34,3.15,11.56,4.37,66.16,44.06,855.44,0.0,0.69,0.72,0.54,0.01,0.58,0.14,0.01,0.36,0.05,0.04,1.58,0.22,0.53,,,,56.11,1848.89,0.32,1.5,47.88915429652013,-110.54932725436271,2018-04-06,hrww,60
112,6.3266,10.8,henrys,hrww,0,38.85,1.92,ww,11.78,7.17,11.76,3.46,43.17,66.28,855.64,0.0,0.12,0.99,0.54,0.02,0.59,0.14,0.01,0.37,0.06,0.05,1.62,0.24,0.55,,,,56.11,1848.89,0.32,1.48,47.88875728557922,-110.54920461548379,2018-04-06,hrww,60
113,42.5563,10.5,henrys,hrww,0,36.68,2.02,ww,11.78,7.45,11.76,7.01,43.17,66.28,855.64,0.0,0.12,0.99,0.54,0.02,0.59,0.14,0.01,0.37,0.06,0.05,1.62,0.24,0.55,,,,56.11,1848.89,0.32,1.48,47.88872279911873,-110.5492038877228,2018-04-06,hrww,60
114,50.1673,10.5,henrys,hrww,0,28.58,2.11,ww,10.74,10.45,11.12,15.79,61.43,48.07,855.55,1.0,0.6,0.8,0.54,0.02,0.58,0.13,0.01,0.36,0.06,0.05,1.58,0.23,0.53,,,,56.11,1848.89,0.32,1.53,47.88894084796153,-110.54920315544449,2018-04-06,hrww,60
115,51.6456,10.6,henrys,hrww,0,29.41,2.01,ww,10.74,8.17,11.12,13.96,61.43,48.07,855.55,1.0,0.6,0.8,0.54,0.02,0.58,0.13,0.01,0.36,0.06,0.05,1.58,0.23,0.53,,,,56.11,1848.89,0.32,1.53,47.8889203784323,-110.5492033455925,2018-04-06,hrww,60
116,55.2716,10.2,henrys,hrww,0,30.16,2.12,ww,12.87,10.93,10.46,15.36,61.43,48.07,855.55,1.0,0.6,0.8,0.54,0.02,0.58,0.13,0.01,0.36,0.06,0.05,1.58,0.23,0.53,,,,56.11,1848.89,0.32,1.53,47.88896118272577,-110.54920279533367,2018-04-06,hrww,60
117,52.5041,10.5,henrys,hrww,0,31.71,1.96,ww,12.87,11.22,10.46,10.82,61.43,42.95,855.45,0.0,0.99,-0.1,0.5,0.01,0.58,0.13,0.01,0.36,0.05,0.04,1.58,0.22,0.54,,,,56.11,1848.89,0.32,1.5,47.88900259319694,-110.54920171553371,2018-04-06,hrww,60
